SET,DAG,MODEL,K_EDGE,N_FEAT,FEATURE_KEY,N_RUNS,AUROC (Mean ± SD),AUPRC (Mean ± SD),F1-Score (Mean ± SD),Brier (Mean ± SD),ECE (Mean ± SD)
OF,GOLEM,RF,3,16,72486b97342b5a81,5,0.922 ± 0.006,0.431 ± 0.003,0.420 ± 0.012,0.01603 ± 0.00002,0.00459 ± 0.00090
OF,GOLEM,RF,4,17,283d566f7c427ce1,5,0.925 ± 0.004,0.428 ± 0.002,0.401 ± 0.021,0.01606 ± 0.00006,0.00415 ± 0.00053
OF,GOLEM,RF,5,18,648fe30c933c651d,5,0.921 ± 0.005,0.428 ± 0.003,0.406 ± 0.022,0.01608 ± 0.00003,0.00545 ± 0.00055
OF,GOLEM,RF,6,19,47ac225f8366a49b,5,0.927 ± 0.002,0.427 ± 0.002,0.408 ± 0.017,0.01613 ± 0.00003,0.00510 ± 0.00053
OF,GOLEM,RF,7,20,8df3c6eaed0221da,5,0.925 ± 0.003,0.433 ± 0.004,0.416 ± 0.008,0.01604 ± 0.00007,0.00455 ± 0.00052
OF,GOLEM,RF,8,21,ec85353a21c9d2f4,5,0.925 ± 0.006,0.424 ± 0.005,0.405 ± 0.005,0.01613 ± 0.00010,0.00447 ± 0.00075
OF,GOLEM,RF,9,22,0c4c0616521c3b2a,5,0.928 ± 0.006,0.416 ± 0.007,0.401 ± 0.008,0.01627 ± 0.00011,0.00454 ± 0.00039
OF,GOLEM,RF,10,23,7d9a63074f68ccad,5,0.925 ± 0.004,0.408 ± 0.004,0.390 ± 0.010,0.01637 ± 0.00004,0.00463 ± 0.00078
OF,GOLEM,RF,11,24,18138564e117358f,5,0.929 ± 0.003,0.405 ± 0.005,0.395 ± 0.017,0.01637 ± 0.00006,0.00438 ± 0.00068
OF,GOLEM,RF,12,25,215b222793dcdbfb,5,0.926 ± 0.004,0.408 ± 0.008,0.393 ± 0.014,0.01635 ± 0.00011,0.00451 ± 0.00071
OF,GOLEM,RF,13,26,472fc3f159d772f3,5,0.925 ± 0.005,0.408 ± 0.003,0.417 ± 0.012,0.01638 ± 0.00006,0.00450 ± 0.00060
OF,GOLEM,RF,14,27,4bae1f31c7f9b591,5,0.928 ± 0.006,0.409 ± 0.005,0.411 ± 0.008,0.01641 ± 0.00003,0.00459 ± 0.00042
OF,GOLEM,RF,15,28,6c0c6915847c8118,5,0.929 ± 0.002,0.407 ± 0.006,0.401 ± 0.026,0.01641 ± 0.00006,0.00464 ± 0.00070
OF,GOLEM,RF,16,29,b3a50edf227de16f,5,0.928 ± 0.003,0.397 ± 0.003,0.394 ± 0.018,0.01651 ± 0.00008,0.00430 ± 0.00069
OF,GOLEM,RF,17,30,77593e6cf28cc0b7,5,0.924 ± 0.003,0.392 ± 0.007,0.398 ± 0.020,0.01665 ± 0.00005,0.00501 ± 0.00060
OF,GOLEM,RF,18,31,aecda8e9d3172999,5,0.923 ± 0.005,0.394 ± 0.007,0.379 ± 0.021,0.01663 ± 0.00011,0.00447 ± 0.00055
OF,GOLEM,RF,19,32,d201257e9537b66f,5,0.921 ± 0.004,0.391 ± 0.008,0.382 ± 0.028,0.01662 ± 0.00009,0.00467 ± 0.00041
OF,GOLEM,RF,20,33,00037b2451cb07a3,5,0.922 ± 0.005,0.392 ± 0.005,0.379 ± 0.022,0.01667 ± 0.00009,0.00553 ± 0.00061
OF,GOLEM,RF,21,34,5929e7ecaee6ba5d,5,0.923 ± 0.005,0.385 ± 0.004,0.371 ± 0.021,0.01671 ± 0.00003,0.00579 ± 0.00086
OF,GOLEM,RF,22,35,b2b3bca1258ab915,5,0.921 ± 0.006,0.386 ± 0.006,0.377 ± 0.014,0.01666 ± 0.00007,0.00596 ± 0.00073
OF,GOLEM,RF,23,36,552939458212efbd,5,0.925 ± 0.003,0.409 ± 0.008,0.372 ± 0.008,0.01639 ± 0.00010,0.00557 ± 0.00024
OF,GOLEM,RF,24,37,b2e53f58cc65415c,5,0.923 ± 0.003,0.401 ± 0.004,0.377 ± 0.008,0.01649 ± 0.00006,0.00519 ± 0.00090
OF,GOLEM,RF,25,38,eb121959e2431b20,5,0.922 ± 0.002,0.410 ± 0.005,0.389 ± 0.005,0.01637 ± 0.00007,0.00492 ± 0.00056
OF,GOLEM,RF,26,39,0ffa48359963fc99,5,0.922 ± 0.006,0.410 ± 0.004,0.394 ± 0.010,0.01642 ± 0.00007,0.00500 ± 0.00063
OF,GOLEM,XGBoost,1,14,1764f1430f80689c,5,0.934 ± 0.001,0.461 ± 0.007,0.416 ± 0.010,0.01602 ± 0.00018,0.01156 ± 0.00099
OF,GOLEM,XGBoost,2,15,a6c4d708f5adb6d5,5,0.933 ± 0.001,0.453 ± 0.009,0.419 ± 0.015,0.01616 ± 0.00016,0.01134 ± 0.00081
OF,GOLEM,XGBoost,3,16,72486b97342b5a81,5,0.936 ± 0.001,0.450 ± 0.007,0.436 ± 0.025,0.01624 ± 0.00022,0.01222 ± 0.00056
OF,GOLEM,XGBoost,4,17,283d566f7c427ce1,5,0.936 ± 0.003,0.451 ± 0.007,0.448 ± 0.029,0.01619 ± 0.00011,0.01148 ± 0.00078
OF,GOLEM,XGBoost,5,18,648fe30c933c651d,5,0.938 ± 0.002,0.463 ± 0.008,0.465 ± 0.019,0.01593 ± 0.00018,0.01165 ± 0.00042
OF,GOLEM,XGBoost,6,19,47ac225f8366a49b,5,0.940 ± 0.002,0.468 ± 0.003,0.452 ± 0.024,0.01596 ± 0.00011,0.01227 ± 0.00084
OF,GOLEM,XGBoost,7,20,8df3c6eaed0221da,5,0.941 ± 0.002,0.477 ± 0.008,0.457 ± 0.013,0.01580 ± 0.00014,0.01184 ± 0.00057
OF,GOLEM,XGBoost,8,21,ec85353a21c9d2f4,5,0.941 ± 0.003,0.475 ± 0.009,0.465 ± 0.013,0.01581 ± 0.00018,0.01119 ± 0.00057
OF,GOLEM,XGBoost,9,22,0c4c0616521c3b2a,5,0.939 ± 0.002,0.471 ± 0.010,0.476 ± 0.014,0.01582 ± 0.00010,0.01110 ± 0.00083
OF,GOLEM,XGBoost,10,23,7d9a63074f68ccad,5,0.941 ± 0.002,0.468 ± 0.009,0.457 ± 0.007,0.01596 ± 0.00016,0.01155 ± 0.00079
OF,GOLEM,XGBoost,11,24,18138564e117358f,5,0.942 ± 0.001,0.471 ± 0.012,0.456 ± 0.025,0.01595 ± 0.00024,0.01129 ± 0.00045
OF,GOLEM,XGBoost,12,25,215b222793dcdbfb,5,0.941 ± 0.002,0.467 ± 0.006,0.444 ± 0.011,0.01595 ± 0.00016,0.01107 ± 0.00056
OF,GOLEM,XGBoost,13,26,472fc3f159d772f3,5,0.939 ± 0.001,0.457 ± 0.010,0.447 ± 0.022,0.01605 ± 0.00020,0.01162 ± 0.00078
OF,GOLEM,XGBoost,14,27,4bae1f31c7f9b591,5,0.937 ± 0.002,0.462 ± 0.009,0.449 ± 0.015,0.01608 ± 0.00013,0.01149 ± 0.00067
OF,GOLEM,XGBoost,15,28,6c0c6915847c8118,5,0.935 ± 0.004,0.459 ± 0.010,0.439 ± 0.012,0.01613 ± 0.00013,0.01125 ± 0.00094
OF,GOLEM,XGBoost,16,29,b3a50edf227de16f,5,0.935 ± 0.002,0.453 ± 0.011,0.441 ± 0.018,0.01615 ± 0.00025,0.01110 ± 0.00072
OF,GOLEM,XGBoost,17,30,77593e6cf28cc0b7,5,0.933 ± 0.003,0.454 ± 0.012,0.452 ± 0.025,0.01618 ± 0.00017,0.01196 ± 0.00062
OF,GOLEM,XGBoost,18,31,aecda8e9d3172999,5,0.934 ± 0.003,0.458 ± 0.004,0.439 ± 0.031,0.01611 ± 0.00005,0.01204 ± 0.00070
OF,GOLEM,XGBoost,19,32,d201257e9537b66f,5,0.934 ± 0.002,0.455 ± 0.008,0.457 ± 0.019,0.01620 ± 0.00014,0.01236 ± 0.00052
OF,GOLEM,XGBoost,20,33,00037b2451cb07a3,5,0.936 ± 0.003,0.458 ± 0.010,0.456 ± 0.010,0.01610 ± 0.00020,0.01179 ± 0.00067
OF,GOLEM,XGBoost,21,34,5929e7ecaee6ba5d,5,0.934 ± 0.004,0.453 ± 0.015,0.459 ± 0.031,0.01612 ± 0.00025,0.01171 ± 0.00074
OF,GOLEM,XGBoost,22,35,b2b3bca1258ab915,5,0.935 ± 0.004,0.458 ± 0.009,0.449 ± 0.018,0.01605 ± 0.00018,0.01136 ± 0.00032
OF,GOLEM,XGBoost,23,36,552939458212efbd,5,0.936 ± 0.002,0.455 ± 0.005,0.464 ± 0.012,0.01604 ± 0.00015,0.01208 ± 0.00072
OF,GOLEM,XGBoost,24,37,b2e53f58cc65415c,5,0.935 ± 0.001,0.460 ± 0.006,0.454 ± 0.023,0.01601 ± 0.00011,0.01199 ± 0.00022
OF,GOLEM,XGBoost,25,38,eb121959e2431b20,5,0.933 ± 0.002,0.464 ± 0.010,0.462 ± 0.021,0.01591 ± 0.00023,0.01195 ± 0.00109
OF,GOLEM,XGBoost,26,39,0ffa48359963fc99,5,0.931 ± 0.002,0.453 ± 0.003,0.455 ± 0.029,0.01611 ± 0.00014,0.01161 ± 0.00058
OF,NOTEARS,FFMLP,1,14,9560cd328a79aa95,5,0.866 ± 0.008,0.288 ± 0.026,0.328 ± 0.023,0.01980 ± 0.00020,0.00805 ± 0.00087
OF,NOTEARS,FFMLP,2,15,df52776712e79ece,5,0.872 ± 0.013,0.272 ± 0.033,0.337 ± 0.029,0.01967 ± 0.00030,0.00889 ± 0.00093
OF,NOTEARS,FFMLP,3,16,117e5679d7d36ee4,5,0.870 ± 0.006,0.230 ± 0.029,0.308 ± 0.014,0.01977 ± 0.00026,0.00850 ± 0.00060
OF,NOTEARS,FFMLP,4,17,587db133f53188a4,5,0.880 ± 0.008,0.274 ± 0.036,0.341 ± 0.037,0.01950 ± 0.00021,0.00923 ± 0.00044
OF,NOTEARS,FFMLP,5,18,3db36631c90ecd70,5,0.875 ± 0.010,0.227 ± 0.019,0.331 ± 0.036,0.01971 ± 0.00041,0.00830 ± 0.00103
OF,NOTEARS,FFMLP,6,19,e4880562677fc7a0,5,0.876 ± 0.008,0.230 ± 0.029,0.312 ± 0.019,0.01971 ± 0.00030,0.00958 ± 0.00109
OF,NOTEARS,FFMLP,7,20,45103d7f1eb73543,5,0.880 ± 0.010,0.263 ± 0.028,0.331 ± 0.035,0.01931 ± 0.00033,0.00801 ± 0.00117
OF,NOTEARS,FFMLP,8,21,95fb0edc87e00551,5,0.879 ± 0.006,0.243 ± 0.027,0.314 ± 0.022,0.01956 ± 0.00019,0.00848 ± 0.00092
OF,NOTEARS,FFMLP,9,22,fd45e8eb1e0402f7,5,0.879 ± 0.007,0.243 ± 0.014,0.337 ± 0.025,0.01951 ± 0.00036,0.00748 ± 0.00122
OF,NOTEARS,FFMLP,10,23,64d36f8c9c030f0d,5,0.883 ± 0.004,0.242 ± 0.008,0.332 ± 0.036,0.01941 ± 0.00009,0.00793 ± 0.00094
OF,NOTEARS,FFMLP,11,24,47cefbe35f92b4fb,5,0.875 ± 0.007,0.237 ± 0.007,0.317 ± 0.008,0.01970 ± 0.00016,0.00767 ± 0.00048
OF,NOTEARS,FFMLP,12,25,8047115df588c02f,5,0.880 ± 0.006,0.231 ± 0.015,0.339 ± 0.027,0.01959 ± 0.00020,0.00798 ± 0.00118
OF,NOTEARS,FFMLP,13,26,68ef7380626a1b30,5,0.878 ± 0.004,0.244 ± 0.017,0.364 ± 0.009,0.01950 ± 0.00027,0.00860 ± 0.00104
OF,NOTEARS,FFMLP,14,27,a049e56c5593b22c,5,0.876 ± 0.006,0.235 ± 0.016,0.346 ± 0.042,0.01951 ± 0.00015,0.00796 ± 0.00128
OF,NOTEARS,FFMLP,15,28,4c18467cb3445b9d,5,0.874 ± 0.016,0.245 ± 0.023,0.331 ± 0.030,0.01947 ± 0.00049,0.00811 ± 0.00098
OF,NOTEARS,FFMLP,16,29,50f34c7124434fa2,5,0.878 ± 0.003,0.242 ± 0.017,0.353 ± 0.018,0.01949 ± 0.00015,0.00864 ± 0.00137
OF,NOTEARS,FFMLP,17,30,8e81714289f30c0d,5,0.879 ± 0.005,0.241 ± 0.010,0.341 ± 0.032,0.01945 ± 0.00013,0.00842 ± 0.00090
OF,NOTEARS,LightGBM,1,14,9560cd328a79aa95,5,0.920 ± 0.001,0.445 ± 0.008,0.487 ± 0.012,0.01654 ± 0.00012,0.01606 ± 0.00031
OF,NOTEARS,LightGBM,2,15,df52776712e79ece,5,0.926 ± 0.002,0.450 ± 0.003,0.488 ± 0.014,0.01649 ± 0.00014,0.01619 ± 0.00034
OF,NOTEARS,LightGBM,3,16,117e5679d7d36ee4,5,0.930 ± 0.002,0.457 ± 0.007,0.468 ± 0.010,0.01633 ± 0.00017,0.01599 ± 0.00014
OF,NOTEARS,LightGBM,4,17,587db133f53188a4,5,0.934 ± 0.003,0.479 ± 0.004,0.468 ± 0.014,0.01633 ± 0.00007,0.01605 ± 0.00039
OF,NOTEARS,LightGBM,5,18,3db36631c90ecd70,5,0.936 ± 0.001,0.483 ± 0.004,0.447 ± 0.020,0.01641 ± 0.00010,0.01599 ± 0.00012
OF,NOTEARS,LightGBM,6,19,e4880562677fc7a0,5,0.936 ± 0.003,0.473 ± 0.007,0.458 ± 0.035,0.01663 ± 0.00025,0.01654 ± 0.00036
OF,NOTEARS,LightGBM,7,20,45103d7f1eb73543,5,0.938 ± 0.001,0.472 ± 0.010,0.467 ± 0.022,0.01668 ± 0.00021,0.01652 ± 0.00059
OF,NOTEARS,LightGBM,8,21,95fb0edc87e00551,5,0.937 ± 0.002,0.461 ± 0.007,0.448 ± 0.015,0.01665 ± 0.00013,0.01615 ± 0.00037
OF,NOTEARS,LightGBM,9,22,fd45e8eb1e0402f7,5,0.935 ± 0.001,0.456 ± 0.004,0.455 ± 0.020,0.01680 ± 0.00006,0.01660 ± 0.00023
OF,NOTEARS,LightGBM,10,23,64d36f8c9c030f0d,5,0.937 ± 0.002,0.461 ± 0.003,0.446 ± 0.015,0.01690 ± 0.00009,0.01666 ± 0.00018
OF,NOTEARS,LightGBM,11,24,47cefbe35f92b4fb,5,0.933 ± 0.001,0.461 ± 0.005,0.451 ± 0.012,0.01686 ± 0.00013,0.01655 ± 0.00036
OF,NOTEARS,LightGBM,12,25,8047115df588c02f,5,0.933 ± 0.003,0.461 ± 0.013,0.440 ± 0.027,0.01677 ± 0.00010,0.01649 ± 0.00027
OF,NOTEARS,LightGBM,13,26,68ef7380626a1b30,5,0.934 ± 0.001,0.457 ± 0.006,0.458 ± 0.020,0.01693 ± 0.00018,0.01670 ± 0.00033
OF,NOTEARS,LightGBM,14,27,a049e56c5593b22c,5,0.933 ± 0.003,0.460 ± 0.004,0.447 ± 0.013,0.01674 ± 0.00012,0.01646 ± 0.00032
OF,NOTEARS,LightGBM,15,28,4c18467cb3445b9d,5,0.933 ± 0.002,0.462 ± 0.007,0.461 ± 0.026,0.01676 ± 0.00018,0.01675 ± 0.00026
OF,NOTEARS,LightGBM,16,29,50f34c7124434fa2,5,0.934 ± 0.002,0.461 ± 0.006,0.446 ± 0.017,0.01672 ± 0.00018,0.01680 ± 0.00031
OF,NOTEARS,LightGBM,17,30,8e81714289f30c0d,5,0.932 ± 0.002,0.462 ± 0.004,0.460 ± 0.020,0.01676 ± 0.00011,0.01677 ± 0.00022
OF,NOTEARS,Logit,1,14,9560cd328a79aa95,5,0.923 ± 0.000,0.254 ± 0.000,0.354 ± 0.000,0.01897 ± 0.00000,0.01067 ± 0.00000
OF,NOTEARS,Logit,2,15,df52776712e79ece,5,0.924 ± 0.000,0.257 ± 0.000,0.267 ± 0.000,0.01896 ± 0.00000,0.01136 ± 0.00000
OF,NOTEARS,Logit,3,16,117e5679d7d36ee4,5,0.923 ± 0.000,0.255 ± 0.000,0.325 ± 0.000,0.01919 ± 0.00000,0.01263 ± 0.00000
OF,NOTEARS,Logit,4,17,587db133f53188a4,5,0.925 ± 0.000,0.259 ± 0.000,0.327 ± 0.000,0.01938 ± 0.00000,0.01224 ± 0.00000
OF,NOTEARS,Logit,5,18,3db36631c90ecd70,5,0.926 ± 0.000,0.259 ± 0.000,0.325 ± 0.000,0.01925 ± 0.00000,0.01203 ± 0.00000
OF,NOTEARS,Logit,6,19,e4880562677fc7a0,5,0.922 ± 0.000,0.243 ± 0.000,0.370 ± 0.000,0.01973 ± 0.00000,0.01121 ± 0.00000
OF,NOTEARS,Logit,7,20,45103d7f1eb73543,5,0.917 ± 0.000,0.244 ± 0.000,0.333 ± 0.000,0.01970 ± 0.00000,0.00809 ± 0.00000
OF,NOTEARS,Logit,8,21,95fb0edc87e00551,5,0.916 ± 0.000,0.232 ± 0.000,0.346 ± 0.000,0.02028 ± 0.00000,0.00805 ± 0.00000
OF,NOTEARS,Logit,9,22,fd45e8eb1e0402f7,5,0.915 ± 0.000,0.234 ± 0.000,0.335 ± 0.000,0.02026 ± 0.00000,0.00800 ± 0.00000
OF,NOTEARS,Logit,10,23,64d36f8c9c030f0d,5,0.917 ± 0.000,0.228 ± 0.000,0.323 ± 0.000,0.02007 ± 0.00000,0.00821 ± 0.00000
OF,NOTEARS,Logit,11,24,47cefbe35f92b4fb,5,0.917 ± 0.000,0.231 ± 0.000,0.310 ± 0.000,0.02003 ± 0.00000,0.00826 ± 0.00000
OF,NOTEARS,Logit,12,25,8047115df588c02f,5,0.916 ± 0.000,0.228 ± 0.000,0.314 ± 0.000,0.02003 ± 0.00000,0.00856 ± 0.00000
OF,NOTEARS,Logit,13,26,68ef7380626a1b30,5,0.917 ± 0.000,0.228 ± 0.000,0.318 ± 0.000,0.01997 ± 0.00000,0.00940 ± 0.00000
OF,NOTEARS,Logit,14,27,a049e56c5593b22c,5,0.917 ± 0.000,0.228 ± 0.000,0.321 ± 0.000,0.01996 ± 0.00000,0.00921 ± 0.00000
OF,NOTEARS,Logit,15,28,4c18467cb3445b9d,5,0.917 ± 0.000,0.228 ± 0.000,0.329 ± 0.000,0.01999 ± 0.00000,0.00895 ± 0.00000
OF,NOTEARS,Logit,16,29,50f34c7124434fa2,5,0.915 ± 0.000,0.224 ± 0.000,0.321 ± 0.000,0.02001 ± 0.00000,0.00849 ± 0.00000
OF,NOTEARS,Logit,17,30,8e81714289f30c0d,5,0.913 ± 0.000,0.223 ± 0.000,0.321 ± 0.000,0.02000 ± 0.00000,0.00792 ± 0.00000
OF,NOTEARS,RF,1,14,9560cd328a79aa95,5,0.925 ± 0.003,0.434 ± 0.005,0.411 ± 0.004,0.01604 ± 0.00004,0.00410 ± 0.00060
OF,NOTEARS,RF,2,15,df52776712e79ece,5,0.923 ± 0.006,0.430 ± 0.006,0.408 ± 0.008,0.01608 ± 0.00009,0.00379 ± 0.00074
OF,NOTEARS,RF,3,16,117e5679d7d36ee4,5,0.918 ± 0.005,0.434 ± 0.004,0.415 ± 0.009,0.01601 ± 0.00005,0.00456 ± 0.00069
OF,NOTEARS,RF,4,17,587db133f53188a4,5,0.922 ± 0.011,0.432 ± 0.003,0.403 ± 0.015,0.01603 ± 0.00004,0.00426 ± 0.00061
OF,NOTEARS,RF,5,18,3db36631c90ecd70,5,0.925 ± 0.006,0.431 ± 0.006,0.413 ± 0.007,0.01603 ± 0.00008,0.00436 ± 0.00096
OF,NOTEARS,RF,6,19,e4880562677fc7a0,5,0.925 ± 0.002,0.420 ± 0.003,0.397 ± 0.014,0.01618 ± 0.00004,0.00389 ± 0.00059
OF,NOTEARS,RF,7,20,45103d7f1eb73543,5,0.925 ± 0.007,0.419 ± 0.005,0.389 ± 0.018,0.01619 ± 0.00003,0.00362 ± 0.00054
OF,NOTEARS,RF,8,21,95fb0edc87e00551,5,0.927 ± 0.004,0.410 ± 0.006,0.397 ± 0.007,0.01627 ± 0.00002,0.00398 ± 0.00089
OF,NOTEARS,RF,9,22,fd45e8eb1e0402f7,5,0.926 ± 0.002,0.408 ± 0.003,0.398 ± 0.015,0.01634 ± 0.00004,0.00322 ± 0.00068
OF,NOTEARS,RF,10,23,64d36f8c9c030f0d,5,0.928 ± 0.004,0.404 ± 0.006,0.395 ± 0.006,0.01640 ± 0.00004,0.00345 ± 0.00087
OF,NOTEARS,RF,11,24,47cefbe35f92b4fb,5,0.924 ± 0.009,0.402 ± 0.005,0.390 ± 0.012,0.01649 ± 0.00006,0.00387 ± 0.00050
OF,NOTEARS,RF,12,25,8047115df588c02f,5,0.922 ± 0.004,0.404 ± 0.003,0.403 ± 0.008,0.01643 ± 0.00004,0.00431 ± 0.00072
OF,NOTEARS,RF,13,26,68ef7380626a1b30,5,0.928 ± 0.004,0.406 ± 0.004,0.391 ± 0.010,0.01645 ± 0.00002,0.00391 ± 0.00031
OF,NOTEARS,RF,14,27,a049e56c5593b22c,5,0.925 ± 0.006,0.403 ± 0.003,0.385 ± 0.010,0.01646 ± 0.00002,0.00449 ± 0.00050
OF,NOTEARS,RF,15,28,4c18467cb3445b9d,5,0.927 ± 0.004,0.400 ± 0.005,0.396 ± 0.003,0.01650 ± 0.00008,0.00435 ± 0.00070
OF,NOTEARS,RF,16,29,50f34c7124434fa2,5,0.927 ± 0.005,0.395 ± 0.006,0.390 ± 0.008,0.01658 ± 0.00008,0.00405 ± 0.00055
OF,NOTEARS,RF,17,30,8e81714289f30c0d,5,0.929 ± 0.004,0.392 ± 0.006,0.395 ± 0.016,0.01666 ± 0.00003,0.00405 ± 0.00052
OF,NOTEARS,XGBoost,1,14,9560cd328a79aa95,5,0.934 ± 0.001,0.461 ± 0.007,0.416 ± 0.010,0.01602 ± 0.00018,0.01156 ± 0.00099
OF,NOTEARS,XGBoost,2,15,df52776712e79ece,5,0.936 ± 0.002,0.471 ± 0.008,0.439 ± 0.020,0.01583 ± 0.00009,0.01087 ± 0.00040
OF,NOTEARS,XGBoost,3,16,117e5679d7d36ee4,5,0.936 ± 0.002,0.472 ± 0.010,0.444 ± 0.014,0.01590 ± 0.00024,0.01143 ± 0.00082
OF,NOTEARS,XGBoost,4,17,587db133f53188a4,5,0.940 ± 0.004,0.471 ± 0.008,0.449 ± 0.020,0.01592 ± 0.00016,0.01146 ± 0.00062
OF,NOTEARS,XGBoost,5,18,3db36631c90ecd70,5,0.942 ± 0.002,0.472 ± 0.007,0.461 ± 0.027,0.01592 ± 0.00016,0.01090 ± 0.00087
OF,NOTEARS,XGBoost,6,19,e4880562677fc7a0,5,0.940 ± 0.002,0.475 ± 0.006,0.461 ± 0.007,0.01588 ± 0.00008,0.01084 ± 0.00037
OF,NOTEARS,XGBoost,7,20,45103d7f1eb73543,5,0.942 ± 0.002,0.471 ± 0.007,0.440 ± 0.020,0.01597 ± 0.00015,0.01193 ± 0.00044
OF,NOTEARS,XGBoost,8,21,95fb0edc87e00551,5,0.941 ± 0.001,0.476 ± 0.012,0.445 ± 0.007,0.01584 ± 0.00025,0.01115 ± 0.00052
OF,NOTEARS,XGBoost,9,22,fd45e8eb1e0402f7,5,0.942 ± 0.001,0.466 ± 0.010,0.452 ± 0.011,0.01611 ± 0.00022,0.01166 ± 0.00054
OF,NOTEARS,XGBoost,10,23,64d36f8c9c030f0d,5,0.941 ± 0.003,0.456 ± 0.009,0.438 ± 0.017,0.01628 ± 0.00020,0.01182 ± 0.00096
OF,NOTEARS,XGBoost,11,24,47cefbe35f92b4fb,5,0.938 ± 0.003,0.463 ± 0.006,0.438 ± 0.015,0.01616 ± 0.00020,0.01178 ± 0.00077
OF,NOTEARS,XGBoost,12,25,8047115df588c02f,5,0.938 ± 0.002,0.460 ± 0.006,0.438 ± 0.015,0.01620 ± 0.00019,0.01145 ± 0.00096
OF,NOTEARS,XGBoost,13,26,68ef7380626a1b30,5,0.939 ± 0.002,0.450 ± 0.006,0.441 ± 0.017,0.01639 ± 0.00015,0.01136 ± 0.00088
OF,NOTEARS,XGBoost,14,27,a049e56c5593b22c,5,0.937 ± 0.003,0.452 ± 0.006,0.448 ± 0.010,0.01627 ± 0.00015,0.01129 ± 0.00028
OF,NOTEARS,XGBoost,15,28,4c18467cb3445b9d,5,0.937 ± 0.001,0.453 ± 0.004,0.439 ± 0.016,0.01630 ± 0.00013,0.01149 ± 0.00084
OF,NOTEARS,XGBoost,16,29,50f34c7124434fa2,5,0.936 ± 0.002,0.458 ± 0.005,0.452 ± 0.011,0.01618 ± 0.00022,0.01185 ± 0.00080
OF,NOTEARS,XGBoost,17,30,8e81714289f30c0d,5,0.936 ± 0.002,0.454 ± 0.012,0.442 ± 0.017,0.01628 ± 0.00025,0.01208 ± 0.00052
OF,PC,FFMLP,1,14,721bb5b3791b65b8,5,0.860 ± 0.010,0.237 ± 0.024,0.330 ± 0.022,0.01997 ± 0.00026,0.00798 ± 0.00086
OF,PC,FFMLP,2,15,fc59b09fb5ee3839,5,0.871 ± 0.013,0.255 ± 0.015,0.326 ± 0.008,0.01968 ± 0.00022,0.00902 ± 0.00154
OF,PC,FFMLP,3,16,0d11386dd824b4c1,5,0.869 ± 0.007,0.250 ± 0.034,0.314 ± 0.025,0.01978 ± 0.00019,0.00914 ± 0.00091
OF,PC,FFMLP,4,17,285c77ccbcb26f76,5,0.875 ± 0.011,0.238 ± 0.023,0.319 ± 0.019,0.01966 ± 0.00023,0.00864 ± 0.00108
OF,PC,FFMLP,5,18,3b96f3c5e78883cd,5,0.871 ± 0.014,0.221 ± 0.025,0.320 ± 0.030,0.01979 ± 0.00039,0.00822 ± 0.00078
OF,PC,FFMLP,6,19,bcb0b960f2d60d8e,5,0.875 ± 0.008,0.249 ± 0.021,0.340 ± 0.009,0.01971 ± 0.00005,0.00968 ± 0.00061
OF,PC,FFMLP,7,20,fc2a48d3efdcf9d2,5,0.877 ± 0.007,0.255 ± 0.012,0.366 ± 0.015,0.01967 ± 0.00034,0.00939 ± 0.00029
OF,PC,FFMLP,8,21,6c77d017e3138a39,5,0.875 ± 0.004,0.263 ± 0.024,0.345 ± 0.040,0.01966 ± 0.00009,0.00891 ± 0.00060
OF,PC,FFMLP,9,22,0f710de7b3c7092d,5,0.879 ± 0.009,0.250 ± 0.009,0.353 ± 0.020,0.01948 ± 0.00025,0.00844 ± 0.00129
OF,PC,FFMLP,10,23,9710632908b0d396,5,0.875 ± 0.008,0.247 ± 0.011,0.314 ± 0.022,0.01965 ± 0.00025,0.00846 ± 0.00166
OF,PC,FFMLP,11,24,20cc5c9a42ed1752,5,0.876 ± 0.007,0.250 ± 0.009,0.335 ± 0.029,0.01951 ± 0.00018,0.00795 ± 0.00108
OF,PC,FFMLP,12,25,0857a78345413e0e,5,0.882 ± 0.002,0.238 ± 0.011,0.337 ± 0.019,0.01958 ± 0.00022,0.00851 ± 0.00109
OF,PC,FFMLP,13,26,463c4174acb2abb3,5,0.882 ± 0.008,0.242 ± 0.021,0.364 ± 0.033,0.01957 ± 0.00045,0.00926 ± 0.00122
OF,PC,FFMLP,14,27,5046c221cf89c9d1,5,0.878 ± 0.003,0.246 ± 0.017,0.332 ± 0.021,0.01960 ± 0.00024,0.00866 ± 0.00164
OF,PC,FFMLP,15,28,e8553ac2e8a1b18f,5,0.876 ± 0.014,0.246 ± 0.017,0.324 ± 0.034,0.01965 ± 0.00032,0.00830 ± 0.00039
OF,PC,FFMLP,16,29,f58cd5bcf72e5cb2,5,0.886 ± 0.004,0.251 ± 0.010,0.344 ± 0.034,0.01944 ± 0.00017,0.00929 ± 0.00095
OF,PC,FFMLP,17,30,4762f86d5d8bbacb,5,0.883 ± 0.005,0.250 ± 0.018,0.347 ± 0.026,0.01956 ± 0.00015,0.00879 ± 0.00114
OF,PC,FFMLP,18,31,ef62e99782aa5a11,5,0.886 ± 0.011,0.255 ± 0.012,0.351 ± 0.047,0.01941 ± 0.00037,0.00858 ± 0.00109
